"DATE","TYPE","FROM ACCOUNT","TO ACCOUNT/TO CATEGORY","AMOUNT","CURRENCY","AMOUNT 2","CURRENCY 2","TAGS","NOTES"
"11/12/2023","Transfer","Mudra","GCash","10000","PHP","10000","PHP","","Mudra Pay"
"11/12/2023","Expense","GCash","Household  (Transaction Fees)","15","PHP","15","PHP","","Transfer Fee"
"11/12/2023","Expense","GCash","Kren","600","PHP","600","PHP","","Transfer to Bank Account "
"11/12/2023","Expense","Wallet Cash","Household  (Transaction Fees)","20","PHP","20","PHP","","Cash In Fee"
"11/12/2023","Transfer","Wallet Cash","GCash","800","PHP","800","PHP","","Cash In"
"10/12/2023","Expense","Wallet Cash","Transport (Commute)","36","PHP","36","PHP","","Bus from UPTC to Kren's "
"10/12/2023","Transfer","Kren","Wallet Cash","194","PHP","194","PHP","","Kren Pay"
"10/12/2023","Transfer","Expected Expense","Wallet Cash","2501.85","PHP","2501.85","PHP","","Withdraw"
"10/12/2023","Expense","Wallet Cash","Food (Restaurant)","756","PHP","756","PHP","","Yabu Shared"
"10/12/2023","Expense","Wallet Cash","Leisure (Literature)","189","PHP","189","PHP","","Dan Brown's Digital Fortress"
"10/12/2023","Expense","Wallet Cash","Leisure (Literature)","189","PHP","189","PHP","","Dan Brown's Deception Point"
"10/12/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"10/12/2023","Expense","Expected Expense","Kren","194.05","PHP","194.05","PHP","","Pay Kren"
"10/12/2023","Expense","Expected Expense","Kren","305.95","PHP","305.95","PHP","","Pay Kren"
"09/12/2023","Expense","Expected Expense","Kren","7000","PHP","7000","PHP","","Pay Kren"
"09/12/2023","Expense","GCash","Transport (Motorcycle Taxi)","120","PHP","120","PHP","","Angkas from Home to Kren's "
"09/12/2023","Transfer","GCash","Wallet Cash","100","PHP","100","PHP","","Cash Out"
"09/12/2023","Expense","Wallet Cash","Transport (Shipping)","84","PHP","84","PHP","","Cat Bag Lalamove"
"09/12/2023","Expense","GCash","Pets (Hygiene)","800","PHP","800","PHP","","Diego's Cat Bag"
"09/12/2023","Expense","Wallet Cash","Food (Junk Food)","38","PHP","38","PHP","","Yumpanada x1"
"09/12/2023","Expense","GCash","Household  (Transaction Fees)","10","PHP","10","PHP","","Cash Out Fee"
"09/12/2023","Expense","GCash","Household  (Transaction Fees)","9","PHP","9","PHP","","Cash In Fee"
"09/12/2023","Transfer","Wallet Cash","GCash","900","PHP","900","PHP","","Cash In"
"09/12/2023","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw "
"08/12/2023","Transfer","Expected Expense","Ate Tiara","163","PHP","163","PHP","","Lend"
"07/12/2023","Transfer","Expected Expense","Mudra","10000","PHP","10000","PHP","","Lend Mudra"
"07/12/2023","Expense","Expected Expense","Household  (Lost)","31.3","PHP","31.3","PHP","","Unaccounted for"
"07/12/2023","Transfer","Wallet Cash","Expected Expense","173.15","PHP","173.15","PHP","","Reset"
"07/12/2023","Transfer","Wallet Cash","GCash","564","PHP","564","PHP","","Reset"
"07/12/2023","Income","Wallet Cash","Giveaways","82.8","PHP","82.8","PHP","","INSPI Discount"
"07/12/2023","Expense","Wallet Cash","Clothing (Apparel)","49.5","PHP","49.5","PHP","","INSPI Delivery"
"07/12/2023","Expense","Wallet Cash","Clothing (Apparel)","598","PHP","598","PHP","","INSPI Boxers x6"
"07/12/2023","Expense","Wallet Cash","Clothing (Apparel)","119","PHP","119","PHP","","INSPI Black Shorts x1"
"07/12/2023","Expense","Wallet Cash","Clothing (Apparel)","119","PHP","119","PHP","","INSPI Grey Shorts x1"
"07/12/2023","Expense","Wallet Cash","Clothing (Apparel)","199","PHP","199","PHP","","INSPI Navy Blue Oversized Shirt x1"
"07/12/2023","Expense","Wallet Cash","Clothing (Apparel)","836","PHP","836","PHP","","INSPI Black Oversized Shirt x4"
"06/12/2023","Expense","Expected Expense","Household  (Rent)","10000","PHP","10000","PHP","","December Rent"
"06/12/2023","Transfer","Wallet Cash","Theolo","28","PHP","28","PHP","","Chols Freebie"
"06/12/2023","Income","Wallet Cash","Giveaways","28","PHP","28","PHP","","Chols Freebie"
"06/12/2023","Transfer","Wallet Cash","Theolo","500","PHP","500","PHP","","Chols Borrow"
"06/12/2023","Income","Wallet Cash","Dev Income","500","PHP","500","PHP","","Chols Dev"
"06/12/2023","Expense","GCash","Transport (Motorcycle Taxi)","101","PHP","101","PHP","","Angkas from Kren's to Home"
"05/12/2023","Transfer","Expected Expense","Wallet Cash","2000","PHP","2000","PHP","","Withdraw"
"05/12/2023","Expense","Expected Expense","Kren","2500","PHP","2500","PHP","","Pay"
"05/12/2023","Expense","Wallet Cash","Food (Restaurant)","300","PHP","300","PHP","","Bon Chon Shared"
"05/12/2023","Transfer","Expected Expense","Wallet Cash","300","PHP","300","PHP","","Withdraw"
"05/12/2023","Income","Expected Expense","DigiLance Salary","35823","PHP","35823","PHP","","November Salary"
"05/12/2023","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"04/12/2023","Expense","GCash","Clothing (Sportswear)","128.2","PHP","128.2","PHP","","Arm Sleeves x10"
"04/12/2023","Expense","GCash","Gadgets (Accessories)","137","PHP","137","PHP","","USB-C Charging Brick + iPhone to C Cable"
"04/12/2023","Expense","GCash","Clothing (Sportswear)","200.36","PHP","200.36","PHP","","Tube Mask x4"
"04/12/2023","Expense","GCash","Gadgets (Accessories)","165.44","PHP","165.44","PHP","","Xiaomi 11T Phone Case"
"03/12/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"03/12/2023","Expense","GCash","Kren","146","PHP","146","PHP","","Kren's Minute Burger"
"03/12/2023","Expense","GCash","Food (Junk Food)","282","PHP","282","PHP","","Minute Burger"
"01/12/2023","Expense","GCash","Transport (Motorcycle Taxi)","139","PHP","139","PHP","","Angkas from Home to Kren's"
"01/12/2023","Transfer","GCash","Theolo","800","PHP","800","PHP","","Chols Allowance"
"30/11/2023","Expense","GCash","Kren","59","PHP","59","PHP","","Kren's Load"
"28/11/2023","Expense","Wallet Cash","Household  (Lost)","379","PHP","379","PHP","","Unaccounted for"
"28/11/2023","Transfer","Wallet Cash","Theolo","1000","PHP","1000","PHP","","Withdraw"
"27/11/2023","Transfer","GCash","Wallet Cash","660","PHP","660","PHP","","Cash Out"
"27/11/2023","Expense","Wallet Cash","Clothing (Laundry)","780","PHP","780","PHP","","Laundry"
"27/11/2023","Transfer","Theolo","GCash","1800","PHP","1800","PHP","","Chols Allowance"
"26/11/2023","Transfer","Kren","Wallet Cash","3000","PHP","3000","PHP","","Kren Pay"
"26/11/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","100","PHP","100","PHP","","Kren's Angkas from UPTC to Kren's"
"26/11/2023","Expense","Wallet Cash","Leisure (Toys)","99","PHP","99","PHP","","Rubik's Cube 3x3"
"26/11/2023","Expense","Wallet Cash","Food (Restaurant)","452","PHP","452","PHP","","Geonbae Shared"
"26/11/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"25/11/2023","Expense","Wallet Cash","Food (Junk Food)","281","PHP","281","PHP","","Angel's Burger"
"24/11/2023","Expense","GCash","Kren","99","PHP","99","PHP","","Kren's Load"
"23/11/2023","Expense","GCash","Food (Junk Food)","365","PHP","365","PHP","","McDo Shared"
"23/11/2023","Transfer","Kren","GCash","500","PHP","500","PHP","","Kren Pay"
"22/11/2023","Expense","GCash","Household  (Transaction Fees)","10.43","PHP","10.43","PHP","","Cash In Fee"
"22/11/2023","Transfer","Wallet Cash","GCash","350","PHP","350","PHP","","Cash In"
"22/11/2023","Expense","GCash","Leisure (Video Games)","382.5","PHP","382.5","PHP","","Hades"
"22/11/2023","Income","GCash","Giveaways","780","PHP","780","PHP","","Laundry"
"22/11/2023","Income","GCash","Giveaways","220","PHP","220","PHP","","Ate Laundry Leftover"
"22/11/2023","Transfer","Theolo","Wallet Cash","100","PHP","100","PHP","","Borrow"
"20/11/2023","Expense","Wallet Cash","Kren","45","PHP","45","PHP","","Kren's Modess"
"20/11/2023","Transfer","Wallet Cash","Theolo","72","PHP","72","PHP","","Empanada x2"
"20/11/2023","Expense","Wallet Cash","Food (Junk Food)","68","PHP","68","PHP","","Pancit Canton x4"
"19/11/2023","Expense","Wallet Cash","Household  (Lost)","0.28","PHP","0.28","PHP","","Unaccounted for"
"19/11/2023","Expense","Wallet Cash","Pets (Hygiene)","229.75","PHP","229.75","PHP","","Catsan Ultra Odor 5L"
"19/11/2023","Expense","Wallet Cash","Kren","137.83","PHP","137.83","PHP","","Lee's Chicken Thighs x6"
"19/11/2023","Expense","Wallet Cash","Kren","72.4","PHP","72.4","PHP","","Century Tuna x2"
"19/11/2023","Expense","Wallet Cash","Kren","93","PHP","93","PHP","","Selecta Fortified Milk 1L"
"19/11/2023","Expense","Wallet Cash","Kren","275","PHP","275","PHP","","Kellogg's Froot Loops 400g"
"19/11/2023","Expense","Wallet Cash","Health (Hygiene)","65","PHP","65","PHP","","Cotton Buds x2"
"19/11/2023","Expense","Wallet Cash","Food (Whole Foods)","694.54","PHP","694.54","PHP","","Chicken Breast 2250g"
"19/11/2023","Expense","Wallet Cash","Household  (Items)","30","PHP","30","PHP","","Puregold Tote Bag x3"
"19/11/2023","Expense","Wallet Cash","Household  (Items)","98","PHP","98","PHP","","Sanicare Jumbo Paper Towel"
"19/11/2023","Expense","Wallet Cash","Food (Whole Foods)","18","PHP","18","PHP","","Garlic x2"
"19/11/2023","Expense","Wallet Cash","Food (Whole Foods)","30","PHP","30","PHP","","Tomato x5"
"19/11/2023","Expense","Wallet Cash","Food (Whole Foods)","190","PHP","190","PHP","","Bananas x21"
"19/11/2023","Expense","Wallet Cash","Food (Whole Foods)","180","PHP","180","PHP","","Mangoes x5"
"19/11/2023","Expense","Wallet Cash","Food (Whole Foods)","170","PHP","170","PHP","","Eggs x17"
"19/11/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"19/11/2023","Expense","Wallet Cash","Household  (Lost)","27","PHP","27","PHP","","Unaccounted for"
"19/11/2023","Transfer","Wallet Cash","Expected Expense","34","PHP","34","PHP","","Offset"
"19/11/2023","Income","GCash","Giveaways","0.5","PHP","0.5","PHP","","Lazada Freebie"
"19/11/2023","Expense","GCash","Clothing (Apparel)","586.5","PHP","586.5","PHP","","Jersey Shorts x6"
"18/11/2023","Expense","Wallet Cash","Health","30","PHP","30","PHP","","Kren's Napkin"
"18/11/2023","Expense","Wallet Cash","Food (Packaged Foods)","19","PHP","19","PHP","","Tang Juice x2 Shared"
"18/11/2023","Expense","Wallet Cash","Food (Packaged Foods)","20","PHP","20","PHP","","Ice Pack x2"
"18/11/2023","Expense","Expected Expense","Kren","143","PHP","143","PHP","","Jollibee"
"18/11/2023","Expense","GCash","Food (Junk Food)","240","PHP","240","PHP","","Jollibee"
"18/11/2023","Expense","Wallet Cash","Food (Junk Food)","59","PHP","59","PHP","","Jollibee"
"18/11/2023","Expense","Expected Expense","Kren","356","PHP","356","PHP","","Angel's Burger"
"18/11/2023","Expense","Expected Expense","Kren","15","PHP","15","PHP","","Coke"
"18/11/2023","Expense","Expected Expense","Kren","20","PHP","20","PHP","","Cash Out Fee"
"18/11/2023","Transfer","GCash","Expected Expense","500","PHP","500","PHP","","Cash Out"
"18/11/2023","Expense","Wallet Cash","Transport (Commute)","20","PHP","20","PHP","","Chols Transport"
"18/11/2023","Expense","Wallet Cash","Transport (Commute)","80","PHP","80","PHP","","Taxi from Home to DLTB"
"17/11/2023","Expense","Wallet Cash","Food (Junk Food)","78","PHP","78","PHP","","Empanada x2"
"17/11/2023","Transfer","Kren","GCash","500","PHP","500","PHP","","Kren Cash In"
"16/11/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","105","PHP","105","PHP","","Kren's Transport"
"16/11/2023","Expense","Wallet Cash","Kren","1500","PHP","1500","PHP","","Bus from Cubao to Matnog"
"16/11/2023","Expense","Wallet Cash","Leisure (Travel)","1470","PHP","1470","PHP","","Bus from Cubao to Matnog"
"16/11/2023","Expense","Wallet Cash","Food (Junk Food)","156","PHP","156","PHP","","Angel's Burger"
"16/11/2023","Expense","Wallet Cash","Family (Theolo)","5","PHP","5","PHP","","Giveaways Chols Debt"
"16/11/2023","Transfer","Theolo","Wallet Cash","5","PHP","5","PHP","","Giveaways Chols Debt"
"16/11/2023","Transfer","Wallet Cash","Ate Tiara","300","PHP","300","PHP","","Ate's Laundry Freebie"
"16/11/2023","Income","Wallet Cash","Giveaways","300","PHP","300","PHP","","Ate's Laundry Freebie"
"16/11/2023","Expense","Wallet Cash","Clothing (Sportswear)","296","PHP","296","PHP","","Sportswear Socks x3"
"15/11/2023","Transfer","Mudra","Wallet Cash","2000","PHP","2000","PHP","","Mudra Pay"
"15/11/2023","Income","Wallet Cash","Giveaways","0.5","PHP","0.5","PHP","","Lazada Freebie"
"15/11/2023","Expense","Wallet Cash","Gadgets (Gaming)","95.5","PHP","95.5","PHP","","Battery Box x5"
"14/11/2023","Transfer","Mudra","GCash","1000","PHP","1000","PHP","","Mudra Pay"
"14/11/2023","Expense","Wallet Cash","Clothing (Apparel)","309","PHP","309","PHP","","Dri-Fit T-shirt Black x5"
"13/11/2023","Income","Wallet Cash","Discovery","2","PHP","2","PHP","","Unaccounted for"
"12/11/2023","Expense","GCash","Kren","59","PHP","59","PHP","","Kren's Load"
"12/11/2023","Income","Wallet Cash","Giveaways","0.1","PHP","0.1","PHP","","Puregold Freebie"
"12/11/2023","Expense","Wallet Cash","Food (Whole Foods)","408.1","PHP","408.1","PHP","","Chicken Breast 1250g"
"12/11/2023","Expense","Wallet Cash","Food (Packaged Foods)","143","PHP","143","PHP","","Quaker Oats 800g"
"12/11/2023","Expense","Wallet Cash","Food (Whole Foods)","50","PHP","50","PHP","","Cooking Oil"
"12/11/2023","Expense","Wallet Cash","Food (Whole Foods)","20","PHP","20","PHP","","Tomato x2"
"12/11/2023","Expense","Wallet Cash","Food (Whole Foods)","100","PHP","100","PHP","","Eggs x10"
"12/11/2023","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"11/11/2023","Transfer","GCash","Wallet Cash","500","PHP","500","PHP","","Cash Out"
"11/11/2023","Expense","Expected Expense","Pets (Health)","2000","PHP","2000","PHP","","Miho's Vet"
"11/11/2023","Expense","Wallet Cash","Pets (Health)","500","PHP","500","PHP","","Miho's Vet"
"11/11/2023","Transfer","Expected Expense","Wallet Cash","1100","PHP","1100","PHP","","Withdraw"
"11/11/2023","Expense","Wallet Cash","Food (Whole Foods)","50","PHP","50","PHP","","Eggs x5"
"11/11/2023","Expense","Wallet Cash","Food (Whole Foods)","64","PHP","64","PHP","","Rice 1kg"
"11/11/2023","Expense","Wallet Cash","Household  (Lost)","1.02","PHP","1.02","PHP","","Unaccounted for"
"11/11/2023","Expense","Wallet Cash","Pets (Hygiene)","23.25","PHP","23.25","PHP","","Wipes"
"11/11/2023","Expense","Wallet Cash","Pets (Food)","334.73","PHP","334.73","PHP","","Chicken Food"
"11/11/2023","Expense","GCash","Clothing (Laundry)","205","PHP","205","PHP","","Weekly Laundry"
"11/11/2023","Expense","Wallet Cash","Household  (Items)","65","PHP","65","PHP","","Laundry Detergent"
"11/11/2023","Expense","Wallet Cash","Transport (Commute)","150","PHP","150","PHP","","Taxi from Visayas to Home"
"10/11/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Samgyup sa Bahay to Kren's "
"10/11/2023","Expense","Wallet Cash","Food (Restaurant)","100","PHP","100","PHP","","Samgyup sa Bahay Shared"
"10/11/2023","Expense","GCash","Pets (Toys)","181","PHP","181","PHP","","Miho Bunny Outfit"
"10/11/2023","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Tricycle from Cherry Congressional to Samgyup sa Bahay"
"10/11/2023","Expense","Wallet Cash","Pets (Toys)","38","PHP","38","PHP","","Miho Bunny Outfit"
"10/11/2023","Transfer","Wallet Cash","GCash","1000","PHP","1000","PHP","","Cash In"
"10/11/2023","Transfer","Kren","Wallet Cash","500","PHP","500","PHP","","Borrow"
"09/11/2023","Expense","GCash","Health (Supplements)","2098","PHP","2098","PHP","","Athlene Active Vegan Protein 1lb x4"
"08/11/2023","Expense","Wallet Cash","Food (Junk Food)","128","PHP","128","PHP","","KitKat for Kren"
"08/11/2023","Expense","Wallet Cash","Transport (Motorcycle Taxi)","120","PHP","120","PHP","","Angkas from Home to Kren's"
"08/11/2023","Transfer","Savings","Wallet Cash","1000","PHP","1000","PHP","","Withdraw for Protein"
"08/11/2023","Transfer","Wallet Cash","Savings","1020","PHP","1020","PHP","","Fulfill"
"08/11/2023","Income","Wallet Cash","Discovery","0.25","PHP","0.25","PHP","","Unaccounted for"
"08/11/2023","Expense","Wallet Cash","Food (Whole Foods)","100","PHP","100","PHP","","Eggs x10"
"08/11/2023","Expense","Wallet Cash","Food (Whole Foods)","10","PHP","10","PHP","","Garlic x2"
"08/11/2023","Expense","Wallet Cash","Food (Whole Foods)","60","PHP","60","PHP","","Tomato x10"
"08/11/2023","Expense","Wallet Cash","Food (Whole Foods)","220","PHP","220","PHP","","Bananas x20"
"08/11/2023","Income","Wallet Cash","Giveaways","3","PHP","3","PHP","","Mango Tawad"
"08/11/2023","Expense","Wallet Cash","Food (Whole Foods)","208","PHP","208","PHP","","Mangoes x4"
"08/11/2023","Transfer","GCash","Mudra","3000","PHP","3000","PHP","","Lens"
"08/11/2023","Transfer","Expected Expense","Ate Tiara","1000","PHP","1000","PHP","","Ate Pay"
"06/11/2023","Expense","GCash","Kren","350","PHP","350","PHP","","GCash Pay"
"06/11/2023","Expense","Wallet Cash","Food (Whole Foods)","60","PHP","60","PHP","","Rice 1kg"
"06/11/2023","Income","Wallet Cash","Discovery","20","PHP","20","PHP","","Unaccounted for"
"05/11/2023","Expense","Expected Expense","Kren","2000","PHP","2000","PHP","","Pay"
"05/11/2023","Expense","Wallet Cash","Kren","120","PHP","120","PHP","","Kren Angkas"
"05/11/2023","Expense","Wallet Cash","Household  (Lost)","16","PHP","16","PHP","","Unaccounted for"
"05/11/2023","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"05/11/2023","Expense","Wallet Cash","Kren","52","PHP","52","PHP","","Kren's Cheese Burger"
"05/11/2023","Expense","Wallet Cash","Kren","438","PHP","438","PHP","","Kren's Mcdo"
"05/11/2023","Expense","Wallet Cash","Pets (Food)","1249","PHP","1249","PHP","","Dry Food 3kg"
"05/11/2023","Expense","Wallet Cash","Pets (Food)","109","PHP","109","PHP","","Temptations Treats"
"05/11/2023","Expense","Wallet Cash","Pets (Toys)","249","PHP","249","PHP","","Blue Hoodie for Cats"
"05/11/2023","Transfer","Expected Expense","Wallet Cash","2000","PHP","2000","PHP","","Withdraw"
"05/11/2023","Expense","GCash","Kren","1095","PHP","1095","PHP","","Kren's Gaming Mouse"
"05/11/2023","Expense","GCash","Gadgets (Computer)","2314","PHP","2314","PHP","","Wireless Keyboard"
